datetime,open,high,low,close,open_lag1,open_lag2,open_lag3,open_lag4,open_lag5,high_lag1,high_lag2,high_lag3,high_lag4,high_lag5,low_lag1,low_lag2,low_lag3,low_lag4,low_lag5,close_lag1,close_lag2,close_lag3,close_lag4,close_lag5,EMAF,STO_K
2021-01-07 05:00:00,1915.748,1917.915,1908.845,1911.918,1918.0,1920.561,1926.368,1920.698,1917.568,1921.968,1922.508,1927.348,1927.518,1921.055,1915.0,1916.038,1919.078,1919.645,1915.925,1915.698,1918.0,1920.598,1926.368,1920.698,1930.6552311661026,13.310539666380137
2021-01-07 06:00:00,1911.868,1921.055,1911.185,1918.328,1915.748,1918.0,1920.561,1926.368,1920.698,1917.915,1921.968,1922.508,1927.348,1927.518,1908.845,1915.0,1916.038,1919.078,1919.645,1911.918,1915.698,1918.0,1920.598,1926.368,1930.2443234605657,24.428011822702413
2021-01-07 07:00:00,1918.378,1918.658,1914.515,1917.548,1911.868,1915.748,1918.0,1920.561,1926.368,1921.055,1917.915,1921.968,1922.508,1927.348,1911.185,1908.845,1915.0,1916.038,1919.078,1918.328,1911.918,1915.698,1918.0,1920.598,1929.8211126785468,43.801880754862644
2021-01-07 08:00:00,1917.698,1919.448,1910.278,1913.138,1918.378,1911.868,1915.748,1918.0,1920.561,1918.658,1921.055,1917.915,1921.968,1922.508,1914.515,1911.185,1908.845,1915.0,1916.038,1917.548,1918.328,1911.918,1915.698,1918.0,1929.2650089225951,49.22076073755621
2021-01-07 09:00:00,1913.17,1919.648,1906.705,1909.938,1917.698,1918.378,1911.868,1915.748,1918.0,1919.448,1918.658,1921.055,1917.915,1921.968,1910.278,1914.515,1911.185,1908.845,1915.0,1913.138,1917.548,1918.328,1911.918,1915.698,1928.620775291842,39.64691682499896
2021-01-07 10:00:00,1909.938,1918.078,1908.548,1913.568,1913.17,1917.698,1918.378,1911.868,1915.748,1919.648,1919.448,1918.658,1921.055,1917.915,1906.705,1910.278,1914.515,1911.185,1908.845,1909.938,1913.138,1917.548,1918.328,1911.918,1928.119016115447,34.356319016102724
2021-01-07 11:00:00,1913.668,1917.906,1912.075,1913.075,1909.938,1913.17,1917.698,1918.378,1911.868,1918.078,1919.648,1919.448,1918.658,1921.055,1908.548,1906.705,1910.278,1914.515,1911.185,1913.568,1909.938,1913.138,1917.548,1918.328,1927.6175489115988,39.85706433901304
2021-01-07 12:00:00,1913.075,1913.555,1908.995,1911.035,1913.668,1909.938,1913.17,1917.698,1918.378,1917.906,1918.078,1919.648,1919.448,1918.658,1912.075,1908.548,1906.705,1910.278,1914.515,1913.075,1913.568,1909.938,1913.138,1917.548,1927.0647972812121,43.49865105851935
2021-01-07 13:00:00,1911.095,1916.085,1910.315,1915.475,1913.075,1913.668,1909.938,1913.17,1917.698,1913.555,1917.906,1918.078,1919.648,1919.448,1908.995,1912.075,1908.548,1906.705,1910.278,1911.035,1913.075,1913.568,1909.938,1913.138,1926.6784707051718,50.142934404698245
2021-01-07 14:00:00,1915.475,1917.662,1914.186,1917.068,1911.095,1913.075,1913.668,1909.938,1913.17,1916.085,1913.555,1917.906,1918.078,1919.648,1910.315,1908.995,1912.075,1908.548,1906.705,1915.475,1911.035,1913.075,1913.568,1909.938,1926.358121681666,63.53829988873958
2021-01-07 15:00:00,1917.068,1917.988,1912.785,1913.408,1915.475,1911.095,1913.075,1913.668,1909.938,1917.662,1916.085,1913.555,1917.906,1918.078,1914.186,1910.315,1908.995,1912.075,1908.548,1917.068,1915.475,1911.035,1913.075,1913.568,1925.9264509589439,68.74400761285273
2021-01-07 16:00:00,1913.358,1915.008,1912.638,1913.818,1917.068,1915.475,1911.095,1913.075,1913.668,1917.988,1917.662,1916.085,1913.555,1917.906,1912.785,1914.186,1910.315,1908.995,1912.075,1913.408,1917.068,1915.475,1911.035,1913.075,1925.522835926979,64.03466346896734
2021-01-07 18:00:00,1913.828,1917.335,1913.828,1916.425,1913.358,1917.068,1915.475,1911.095,1913.075,1915.008,1917.988,1917.662,1916.085,1913.555,1912.638,1912.785,1914.186,1910.315,1908.995,1913.818,1913.408,1917.068,1915.475,1911.035,1925.2195747294131,60.77732420358425
2021-01-07 19:00:00,1916.395,1916.548,1912.628,1913.08,1913.828,1913.358,1917.068,1915.475,1911.095,1917.335,1915.008,1917.988,1917.662,1916.085,1913.828,1912.638,1912.785,1914.186,1910.315,1916.425,1913.818,1913.408,1917.068,1915.475,1924.8149222384327,47.23110279201668
2021-01-07 20:00:00,1913.07,1913.845,1910.385,1910.855,1916.395,1913.828,1913.358,1917.068,1915.475,1916.548,1917.335,1915.008,1917.988,1917.662,1912.628,1913.828,1912.638,1912.785,1914.186,1913.08,1916.425,1913.818,1913.408,1917.068,1924.3495914971516,31.414825716950702
2021-01-07 21:00:00,1910.855,1912.625,1909.885,1912.125,1913.07,1916.395,1913.828,1913.358,1917.068,1913.845,1916.548,1917.335,1915.008,1917.988,1910.385,1912.628,1913.828,1912.638,1912.785,1910.855,1913.08,1916.425,1913.818,1913.408,1923.9421051139132,14.893906756220995
2021-01-07 22:00:00,1912.115,1912.155,1908.608,1910.545,1910.855,1913.07,1916.395,1913.828,1913.358,1912.625,1913.845,1916.548,1917.335,1915.008,1909.885,1910.385,1912.628,1913.828,1912.638,1912.125,1910.855,1913.08,1916.425,1913.818,1923.4955349434492,19.481456574450146
2021-01-07 23:00:00,1910.535,1910.685,1906.4,1909.208,1912.115,1910.855,1913.07,1916.395,1913.828,1912.155,1912.625,1913.845,1916.548,1917.335,1908.608,1909.885,1910.385,1912.628,1913.828,1910.545,1912.125,1910.855,1913.08,1916.425,1923.0192837786676,26.644358770270603
2021-01-08 00:00:00,1909.215,1911.515,1907.205,1908.068,1910.535,1912.115,1910.855,1913.07,1916.395,1910.685,1912.155,1912.625,1913.845,1916.548,1906.4,1908.608,1909.885,1910.385,1912.628,1909.208,1910.545,1912.125,1910.855,1913.08,1922.5209076527121,24.09008680118446
2021-01-08 01:00:00,1908.035,1909.218,1905.818,1907.298,1909.215,1910.535,1912.115,1910.855,1913.07,1911.515,1910.685,1912.155,1912.625,1913.845,1907.205,1906.4,1908.608,1909.885,1910.385,1908.068,1909.208,1910.545,1912.125,1910.855,1922.013477397622,23.939033068708564
2021-01-08 02:00:00,1907.298,1911.585,1904.318,1904.745,1908.035,1909.215,1910.535,1912.115,1910.855,1909.218,1911.515,1910.685,1912.155,1912.625,1905.818,1907.205,1906.4,1908.608,1909.885,1907.298,1908.068,1909.208,1910.545,1912.125,1921.4378614843679,16.53171190887966
2021-01-08 03:00:00,1904.725,1904.725,1876.835,1888.905,1907.298,1908.035,1909.215,1910.535,1912.115,1911.585,1909.218,1911.515,1910.685,1912.155,1904.318,1905.818,1907.205,1906.4,1908.608,1904.745,1907.298,1908.068,1909.208,1910.545,1920.3534327682223,20.641550163192615
2021-01-08 04:00:00,1888.905,1892.745,1886.298,1891.685,1904.725,1907.298,1908.035,1909.215,1910.535,1904.725,1911.585,1909.218,1911.515,1910.685,1876.835,1904.318,1905.818,1907.205,1906.4,1888.905,1904.745,1907.298,1908.068,1909.208,1919.397818342615,27.63871312035427
2021-01-08 05:00:00,1891.775,1893.915,1889.815,1890.975,1888.905,1904.725,1907.298,1908.035,1909.215,1892.745,1904.725,1911.585,1909.218,1911.515,1886.298,1876.835,1904.318,1905.818,1907.205,1891.685,1888.905,1904.745,1907.298,1908.068,1918.4503910645278,39.38609112709806
2021-01-08 06:00:00,1890.965,1894.055,1890.055,1894.035,1891.775,1888.905,1904.725,1907.298,1908.035,1893.915,1892.745,1904.725,1911.585,1909.218,1889.815,1886.298,1876.835,1904.318,1905.818,1890.975,1891.685,1888.905,1904.745,1907.298,1917.6365446957102,44.306954436450674
2021-01-08 07:00:00,1894.015,1894.445,1886.468,1889.085,1890.965,1891.775,1888.905,1904.725,1907.298,1894.055,1893.915,1892.745,1904.725,1911.585,1890.055,1889.815,1886.298,1876.835,1904.318,1894.035,1890.975,1891.685,1888.905,1904.745,1916.6848265391864,44.70320108201713
2021-01-08 08:00:00,1889.035,1890.847,1876.188,1890.827,1894.015,1890.965,1891.775,1888.905,1904.725,1894.445,1894.055,1893.915,1892.745,1904.725,1886.468,1890.055,1889.815,1886.298,1876.835,1889.085,1894.035,1890.975,1891.685,1888.905,1915.82289898788,57.867299764182384
2021-01-08 09:00:00,1890.777,1892.628,1857.838,1864.748,1889.035,1894.015,1890.965,1891.775,1888.905,1890.847,1894.445,1894.055,1893.915,1892.745,1876.188,1886.468,1890.055,1889.815,1886.298,1890.827,1889.085,1894.035,1890.975,1891.685,1914.1204023549506,47.66055587964408
2021-01-08 10:00:00,1864.781,1866.328,1849.715,1862.795,1890.777,1889.035,1894.015,1890.965,1891.775,1892.628,1890.847,1894.445,1894.055,1893.915,1857.838,1876.188,1886.468,1890.055,1889.815,1864.748,1890.827,1889.085,1894.035,1890.975,1912.4095556097857,42.767078045185876
2021-01-08 11:00:00,1862.805,1865.495,1852.538,1855.438,1864.781,1890.777,1889.035,1894.015,1890.965,1866.328,1892.628,1890.847,1894.445,1894.055,1849.715,1857.838,1876.188,1886.468,1890.055,1862.795,1864.748,1890.827,1889.085,1894.035,1910.5105037561261,20.304278551704822
2021-01-08 12:00:00,1855.288,1857.038,1839.401,1843.865,1862.805,1864.781,1890.777,1889.035,1894.015,1865.495,1866.328,1892.628,1890.847,1894.445,1852.538,1849.715,1857.838,1876.188,1886.468,1855.438,1862.795,1864.748,1890.827,1889.085,1908.2889869642554,16.807795152024998
2021-01-08 13:00:00,1843.907,1845.685,1828.038,1838.048,1855.288,1862.805,1864.781,1890.777,1889.035,1857.038,1865.495,1866.328,1892.628,1890.847,1839.401,1852.538,1849.715,1857.838,1876.188,1843.865,1855.438,1862.795,1864.748,1890.827,1905.9476207321136,12.22634038118485
2021-01-08 14:00:00,1838.198,1847.328,1837.368,1846.488,1843.907,1855.288,1862.805,1864.781,1890.777,1845.685,1857.038,1865.495,1866.328,1892.628,1828.038,1839.401,1852.538,1849.715,1857.838,1838.048,1843.865,1855.438,1862.795,1864.748,1903.9656333743765,24.02312692344599
2021-01-08 15:00:00,1846.368,1849.257,1844.235,1847.681,1838.198,1843.907,1855.288,1862.805,1864.781,1847.328,1845.685,1857.038,1865.495,1866.328,1837.368,1828.038,1839.401,1852.538,1849.715,1846.488,1838.048,1843.865,1855.438,1862.795,1902.089478928564,38.70804198662912
2021-01-08 16:00:00,1847.681,1849.598,1845.298,1848.508,1846.368,1838.198,1843.907,1855.288,1862.805,1849.257,1847.328,1845.685,1857.038,1865.495,1844.235,1837.368,1828.038,1839.401,1852.538,1847.681,1846.488,1838.048,1843.865,1855.438,1900.3034296309452,57.07085926199827
2021-01-10 18:00:00,1849.163,1856.568,1841.365,1844.665,1847.681,1846.368,1838.198,1843.907,1855.288,1849.598,1849.257,1847.328,1845.685,1857.038,1845.298,1844.235,1837.368,1828.038,1839.401,1848.508,1847.681,1846.488,1838.048,1843.865,1898.4488153099137,60.435559222583926
2021-01-10 19:00:00,1844.625,1849.288,1841.308,1841.308,1849.163,1847.681,1846.368,1838.198,1843.907,1856.568,1849.598,1849.257,1847.328,1845.685,1841.365,1845.298,1844.235,1837.368,1828.038,1844.665,1848.508,1847.681,1846.488,1838.048,1896.5441214662499,49.79534826216412
