date,open,high,low,close
2023-02-14 07:00:00,0.798076420972782,0.7926674914732021,0.7768358854013687,0.7549514179714082
2023-02-14 08:00:00,0.7550774802895619,0.7607527965678198,0.7753673267192416,0.7723043540333686
2023-02-14 09:00:00,0.772477974601231,0.788523529150216,0.7958898120313507,0.8028177369586199
2023-02-14 10:00:00,0.8026528874025783,0.7790728210464525,0.7917579350612971,0.7602850580762265
2023-02-14 11:00:00,0.7600880289010474,0.7369281057198485,0.7235695196428289,0.7368046378008224
2023-02-14 12:00:00,0.7364491535211186,0.7602951052067731,0.7576948408834633,0.7717213747660973
2023-02-14 13:00:00,0.7718826618949158,0.8700915517107194,0.6764511876891288,0.7996547643383211
2023-02-14 14:00:00,0.7998871637878233,0.8172714946386318,0.5932909409604917,0.7232720765116142
2023-02-14 15:00:00,0.7233894810263294,0.8107895953632763,0.6762022794379209,0.6751204697978638
2023-02-14 16:00:00,0.6752559682511444,0.6756345734500115,0.600695961433934,0.6409851731270145
2023-02-14 17:00:00,0.6403433584953718,0.6341578401098004,0.6328424620774652,0.6436147817368328
2023-02-14 18:00:00,0.6432455079386571,0.7263269841950761,0.6722197474185916,0.6918408113357678
2023-02-14 19:00:00,0.69197433342016,0.6931134354272623,0.6950819702920583,0.7147010409013095
2023-02-14 20:00:00,0.7140753176421077,0.6946102098782524,0.7254238861143308,0.7205184297598234
2023-02-14 21:00:00,0.7198424094845373,0.6904043973713424,0.7256230127152955,0.7008831918855655
2023-02-14 23:00:00,0.6955090026139042,0.6822401730932202,0.7212422274940341,0.7073703867107323
2023-02-15 00:00:00,0.707092795690955,0.6897858955320886,0.7232086026785771,0.7191292025697297
2023-02-15 01:00:00,0.7185029558953261,0.7320543112265456,0.7377821807868139,0.7579531410071438
2023-02-15 02:00:00,0.7579424226887033,0.7420616709856364,0.7025865540659844,0.6736816273509822
2023-02-15 03:00:00,0.6730483502985578,0.644610521193153,0.646756433319999,0.6252323290964991
2023-02-15 04:00:00,0.6249644469155645,0.6026760964918922,0.634398138647516,0.6191668639540403
2023-02-15 05:00:00,0.6189493081121706,0.5897741481251021,0.6168376615247816,0.6010448914118485
2023-02-15 06:00:00,0.6012511574473454,0.5749177339462809,0.578742253677378,0.5665374803150819
2023-02-15 07:00:00,0.5658920631618385,0.5505363914429822,0.4912634487902801,0.4687954244406996
2023-02-15 08:00:00,0.4681615605417723,0.44647964200729023,0.4518488272114706,0.4447072172696303
2023-02-15 09:00:00,0.4444482710735531,0.46373584332241,0.46359729666849675,0.4702218630733842
2023-02-15 10:00:00,0.4695754282192711,0.46290705085781275,0.4744372510086093,0.4642556284445039
2023-02-15 11:00:00,0.4642300162104828,0.44212538905895776,0.4702680378008726,0.4598274667760837
2023-02-15 12:00:00,0.4591946629029014,0.45658596206066165,0.4799505687728692,0.46949003803574646
2023-02-15 13:00:00,0.4692405648219683,0.47987874132687797,0.45082830338151875,0.4567017055983757
2023-02-15 14:00:00,0.4559700524103613,0.47716970327095526,0.46037393481535127,0.44120934166600206
2023-02-15 15:00:00,0.44137248875759105,0.44185324824968786,0.432558437742841,0.4496563391343342
2023-02-15 16:00:00,0.4495952455135687,0.46488625674341616,0.4443193526124244,0.4818938522330029
2023-02-15 17:00:00,0.4821017997479849,0.4690673291767594,0.45678965599795407,0.459529775235351
2023-02-15 18:00:00,0.4589342135938891,0.4508710050659769,0.47473594091006044,0.47113974532398206
2023-02-15 19:00:00,0.4713861710343124,0.46820142660180514,0.49140034832844415,0.4657812975907671
2023-02-15 20:00:00,0.4659663449372365,0.4714423762394857,0.48879925710331845,0.49205257606055547
2023-02-15 21:00:00,0.4914283654802545,0.4762914306592162,0.503733752175807,0.473372431879489
2023-02-15 23:00:00,0.47668197365090614,0.4578229657391638,0.49751104589560363,0.47785020880469703
2023-02-16 00:00:00,0.4775377356662364,0.46697679296008776,0.4944992560559857,0.46471456956980284
2023-02-16 01:00:00,0.46482532891679795,0.5212441443360237,0.4847918342588689,0.5393359157804987
2023-02-16 02:00:00,0.5389045538088846,0.5257344676889911,0.5633970599903974,0.5499535807333501
2023-02-16 03:00:00,0.5498558271354735,0.5239902925023007,0.5465833076212866,0.5282841173307422
